Question,Label
Write a Pandas program to create a dataframe and set a title or name of the index column. ,1
Write a Pandas program to join the two dataframes with matching records from both sides where available. ,1
Write a Python program to create a symbolic link and read it to decide the original file pointed by the link. ,1
Write a Python program to reverse strings in a given list of string values. ,1
Write a Pandas program to convert integer or float epoch times to Timestamp and DatetimeIndex. ,1
Write a Python program to convert more than one list to nested dictionary. ,1
Write a Python program to find a first even and odd number in a given list of numbers. ,1
Write a Python program to sort a list of lists by a given index of the inner list. ,1
Write a Python program to generate a list of numbers in the arithmetic progression starting with the given positive integer and up to the specified limit. ,1
Write a NumPy program to sort an given array by the n,1
Write a Python program to sort a list of elements using Bogosort sort. ,1
"Write a Python program to create a floating-point representation of the Arrow object, in UTC time using arrow module. ",1
"Write a Python program to create a time object with the same hour, minute, second, microsecond and timezone info. ",1
Write a NumPy program to append values to the end of an array. ,1
Write a Python program to convert a string to a list. ,1
"Write a Python program to print a specified list after removing the 0th, 4th and 5th elements. ",1
Write a Python program to convert a given string to snake case. ,1
Write a Python program to find common element(s) in a given nested lists. ,1
Write a NumPy program to remove nan values from a given array. ,1
"Write a Pandas program to create a plot of adjusted closing prices, thirty days and forty days simple moving average of Alphabet Inc. between two specific dates. ",1
Write a NumPy program to create a 3x4 matrix filled with values from 10 to 21. ,1
Write a NumPy program to extract second and third elements of the second and third rows from a given (4x4) array. ,1
Write a Pandas program to create a Pivot table and find survival rate by gender on various classes. ,1
Write a NumPy program to calculate percentiles for a sequence or single-dimensional NumPy array. ,1
